,Survived,Pclass,Sex,Age,Fare,Embarked,FamilyGroup,Type of Ticket,Title,Type of Cabin,AgeGroup
283,1.0,3.0,1.0,19.0,8.05,2.0,0.0,4.0,2.0,8.0,Adult
284,0.0,1.0,1.0,40.8,26.0,2.0,0.0,15.0,2.0,0.0,Middle-aged
285,0.0,3.0,1.0,33.0,8.662500000000001,0.0,0.0,15.0,2.0,8.0,Middle-aged
286,1.0,3.0,1.0,30.0,9.5,2.0,0.0,15.0,2.0,8.0,Adult
287,0.0,3.0,1.0,22.0,7.895800000000001,2.0,0.0,15.0,2.0,8.0,Adult
288,1.0,2.0,1.0,42.0,13.0,2.0,0.0,15.0,2.0,8.0,Middle-aged
289,1.0,3.0,0.0,22.0,7.75,1.0,0.0,15.0,1.0,8.0,Adult
290,1.0,1.0,0.0,26.0,78.85,2.0,0.0,15.0,1.0,8.0,Adult
291,1.0,1.0,0.0,19.0,91.0792,0.0,1.0,15.0,3.0,1.0,Adult
292,0.0,2.0,1.0,36.0,12.875,0.0,0.0,30.0,2.0,2.9999999999999996,Middle-aged
293,0.0,3.0,0.0,24.0,8.850000000000001,2.0,0.0,15.0,1.0,8.0,Adult
294,0.0,3.0,1.0,24.0,7.895800000000001,2.0,0.0,15.0,2.0,8.0,Adult
295,0.0,1.0,1.0,42.5,27.7208,0.0,0.0,17.0,2.0,8.0,Middle-aged
296,0.0,3.0,1.0,23.5,7.229199999999999,0.0,0.0,15.0,2.0,8.0,Adult
297,0.0,1.0,0.0,2.0,151.55,2.0,3.0,15.0,1.0,2.0,Child
298,1.0,1.0,1.0,51.0,30.5,2.0,0.0,15.0,2.0,2.0,Senior
299,1.0,1.0,0.0,50.0,247.52080000000007,0.0,1.0,17.0,3.0,1.0,Middle-aged
300,1.0,3.0,0.0,17.6,7.75,1.0,0.0,15.0,1.0,8.0,Teen
301,1.0,3.0,1.0,25.8,23.25,1.0,2.0,15.0,2.0,8.0,Adult
302,0.0,3.0,1.0,19.0,0.0,2.0,0.0,14.0,2.0,8.0,Adult
303,1.0,2.0,0.0,34.3,12.350000000000001,1.0,0.0,15.0,1.0,4.0,Middle-aged
304,0.0,3.0,1.0,31.6,8.05,2.0,0.0,3.0000000000000018,2.0,8.0,Middle-aged
305,1.0,1.0,1.0,0.9200000000000017,151.55,2.0,3.0,15.0,-2.220446049250313e-16,2.0,Child
306,1.0,1.0,0.0,32.4,110.8833,0.0,0.0,15.0,1.0,8.0,Middle-aged
307,1.0,1.0,0.0,17.0,108.9,0.0,1.0,17.0,3.0,2.0,Teen
308,0.0,2.0,1.0,30.0,24.0,0.0,1.0,16.0,2.0,8.0,Adult
309,1.0,1.0,0.0,30.0,56.9292,0.0,0.0,17.0,1.0,4.0,Adult
310,1.0,1.0,0.0,24.0,83.1583,0.0,0.0,15.0,1.0,2.0,Adult
311,1.0,1.0,0.0,18.0,262.375,0.0,4.0,17.0,1.0,1.0,Teen
312,0.0,2.0,0.0,26.0,26.0,2.0,2.0,15.0,3.0,8.0,Adult
313,0.0,3.0,1.0,28.0,7.895800000000001,2.0,0.0,15.0,2.0,8.0,Adult
314,0.0,2.0,1.0,43.0,26.25,2.0,2.0,12.0,2.0,8.0,Middle-aged
315,1.0,3.0,0.0,26.0,7.854199999999999,2.0,0.0,15.0,1.0,8.0,Adult
316,1.0,2.0,0.0,24.0,26.0,2.0,1.0,15.0,3.0,8.0,Adult
317,0.0,2.0,1.0,54.0,14.0,2.0,0.0,15.0,4.0,8.0,Senior
318,1.0,1.0,0.0,31.0,164.86669999999998,2.0,2.0,15.0,1.0,2.0,Middle-aged
319,1.0,1.0,0.0,40.0,134.5,0.0,2.0,15.0,3.0,4.0,Middle-aged
320,0.0,3.0,1.0,22.0,7.25,2.0,0.0,3.0000000000000018,2.0,8.0,Adult
321,0.0,3.0,1.0,27.0,7.895800000000001,2.0,0.0,15.0,2.0,8.0,Adult
322,1.0,2.0,0.0,30.0,12.350000000000001,1.0,0.0,15.0,1.0,8.0,Adult
323,1.0,2.0,0.0,22.0,29.0,2.0,2.0,15.0,3.0,8.0,Adult
324,0.0,3.0,1.0,22.6,69.55,2.0,10.0,10.0,2.0,8.0,Adult
325,1.0,1.0,0.0,36.0,135.63330000000002,0.0,0.0,17.0,1.0,2.0,Middle-aged
326,0.0,3.0,1.0,61.0,6.237500000000001,2.0,0.0,15.0,2.0,8.0,Senior
327,1.0,2.0,0.0,36.0,13.0,2.0,0.0,15.0,3.0,2.9999999999999996,Middle-aged
328,1.0,3.0,0.0,31.0,20.525,2.0,2.0,15.0,3.0,8.0,Middle-aged
329,1.0,1.0,0.0,16.0,57.9792,0.0,1.0,15.0,1.0,1.0,Teen
330,1.0,3.0,0.0,11.0,23.25,1.0,2.0,15.0,1.0,8.0,Teen
331,0.0,1.0,1.0,45.5,28.5,2.0,0.0,15.0,2.0,2.0,Middle-aged
332,0.0,1.0,1.0,38.0,153.46250000000003,2.0,1.0,17.0,2.0,2.0,Middle-aged
333,0.0,3.0,1.0,16.0,18.0,2.0,2.0,15.0,2.0,8.0,Teen
334,1.0,1.0,0.0,41.2,133.65,2.0,1.0,17.0,3.0,8.0,Middle-aged
335,0.0,3.0,1.0,29.0,7.895800000000001,2.0,0.0,15.0,2.0,8.0,Adult
336,0.0,1.0,1.0,29.0,66.6,2.0,1.0,15.0,2.0,2.0,Adult
337,1.0,1.0,0.0,41.0,134.5,0.0,0.0,15.0,1.0,4.0,Middle-aged
338,1.0,3.0,1.0,45.0,8.05,2.0,0.0,15.0,2.0,8.0,Middle-aged
339,0.0,1.0,1.0,45.0,35.5,2.0,0.0,15.0,2.0,7.0,Middle-aged
340,1.0,2.0,1.0,2.0,26.0,2.0,2.0,15.0,-2.220446049250313e-16,5.0,Child
341,1.0,1.0,0.0,24.0,263.00000000000006,2.0,5.0,15.0,1.0,2.0,Adult
342,0.0,2.0,1.0,28.0,13.0,2.0,0.0,15.0,2.0,8.0,Adult
343,0.0,2.0,1.0,25.0,13.0,2.0,0.0,15.0,2.0,8.0,Adult
344,0.0,2.0,1.0,36.0,13.0,2.0,0.0,15.0,2.0,8.0,Middle-aged
345,1.0,2.0,0.0,24.0,13.0,2.0,0.0,15.0,1.0,5.0,Adult
346,1.0,2.0,0.0,40.0,13.0,2.0,0.0,15.0,1.0,8.0,Middle-aged
347,1.0,3.0,0.0,35.0,16.1,2.0,1.0,15.0,3.0,8.0,Middle-aged
348,1.0,3.0,1.0,3.0,15.899999999999999,2.0,2.0,7.0,-2.220446049250313e-16,8.0,Child
349,0.0,3.0,1.0,42.0,8.662500000000001,2.0,0.0,15.0,2.0,8.0,Middle-aged
350,0.0,3.0,1.0,23.0,9.225000000000001,2.0,0.0,15.0,2.0,8.0,Adult
351,0.0,1.0,1.0,51.3,35.0,2.0,0.0,15.0,2.0,2.0,Senior
352,0.0,3.0,1.0,15.0,7.229199999999999,0.0,2.0,15.0,2.0,8.0,Teen
353,0.0,3.0,1.0,25.0,17.799999999999997,2.0,1.0,15.0,2.0,8.0,Adult
354,0.0,3.0,1.0,33.8,7.225000000000005,0.0,0.0,15.0,2.0,8.0,Middle-aged
355,0.0,3.0,1.0,28.0,9.5,2.0,0.0,15.0,2.0,8.0,Adult
356,1.0,1.0,0.0,22.0,55.0,2.0,1.0,15.0,1.0,4.0,Adult
357,0.0,2.0,0.0,38.0,13.0,2.0,0.0,15.0,1.0,8.0,Middle-aged
358,1.0,3.0,0.0,17.6,7.879200000000001,1.0,0.0,15.0,1.0,8.0,Teen
359,1.0,3.0,0.0,17.6,7.879200000000001,1.0,0.0,15.0,1.0,8.0,Teen
360,0.0,3.0,1.0,40.0,27.9,2.0,5.0,15.0,2.0,8.0,Middle-aged
361,0.0,2.0,1.0,29.0,27.7208,0.0,1.0,29.0,2.0,8.0,Adult
362,0.0,3.0,0.0,45.0,14.4542,0.0,1.0,15.0,3.0,8.0,Middle-aged
363,0.0,3.0,1.0,35.0,7.050000000000001,2.0,0.0,34.0,2.0,8.0,Middle-aged
364,0.0,3.0,1.0,41.7,15.5,1.0,1.0,15.0,2.0,8.0,Middle-aged
365,0.0,3.0,1.0,30.0,7.25,2.0,0.0,6.0,2.0,8.0,Adult
366,1.0,1.0,0.0,60.0,75.25,0.0,1.0,15.0,3.0,2.9999999999999996,Senior
367,1.0,3.0,0.0,22.0,7.229199999999999,0.0,0.0,15.0,3.0,8.0,Adult
368,1.0,3.0,0.0,17.6,7.75,1.0,0.0,15.0,1.0,8.0,Teen
369,1.0,1.0,0.0,24.0,69.3,0.0,0.0,17.0,3.0,1.0,Adult
370,1.0,1.0,1.0,25.0,55.4417,0.0,1.0,15.0,2.0,4.0,Adult
371,0.0,3.0,1.0,18.0,6.495800000000003,2.0,1.0,15.0,2.0,8.0,Teen
372,0.0,3.0,1.0,19.0,8.05,2.0,0.0,15.0,2.0,8.0,Adult
373,0.0,1.0,1.0,22.0,135.63330000000002,0.0,0.0,17.0,2.0,8.0,Adult
374,0.0,3.0,0.0,3.0,21.075,2.0,4.0,15.0,1.0,8.0,Child
375,1.0,1.0,0.0,39.4,82.1708,0.0,1.0,17.0,3.0,8.0,Middle-aged
376,1.0,3.0,0.0,22.0,7.25,2.0,0.0,6.0,1.0,8.0,Adult
377,0.0,1.0,1.0,27.0,211.5,0.0,2.0,15.0,2.0,2.0,Adult
378,0.0,3.0,1.0,20.0,4.012499999999996,0.0,0.0,15.0,2.0,8.0,Adult
379,0.0,3.0,1.0,19.0,7.774999999999999,2.0,0.0,15.0,2.0,8.0,Adult
380,1.0,1.0,0.0,42.0,227.52499999999998,0.0,0.0,17.0,1.0,8.0,Middle-aged
381,1.0,3.0,0.0,1.0,15.741700000000002,0.0,2.0,15.0,1.0,8.0,Child
382,0.0,3.0,1.0,32.0,7.925000000000001,2.0,0.0,36.0,2.0,8.0,Middle-aged
383,1.0,1.0,0.0,35.0,52.0,2.0,1.0,15.0,3.0,8.0,Middle-aged
384,0.0,3.0,1.0,29.0,7.895800000000001,2.0,0.0,15.0,2.0,8.0,Adult
385,0.0,2.0,1.0,18.0,73.5,2.0,0.0,22.0,2.0,8.0,Teen
386,0.0,3.0,1.0,1.0,46.9,2.0,7.0,9.0,-2.220446049250313e-16,8.0,Child
387,1.0,2.0,0.0,36.0,13.0,2.0,0.0,15.0,1.0,8.0,Middle-aged
388,0.0,3.0,1.0,38.7,7.729199999999999,1.0,0.0,15.0,2.0,8.0,Middle-aged
389,1.0,2.0,0.0,17.0,12.0,0.0,0.0,26.0,1.0,8.0,Teen
390,1.0,1.0,1.0,36.0,120.0,2.0,3.0,15.0,2.0,1.0,Middle-aged
391,1.0,3.0,1.0,21.0,7.7958,2.0,0.0,15.0,2.0,8.0,Adult
392,0.0,3.0,1.0,28.0,7.925000000000001,2.0,2.0,15.0,2.0,8.0,Adult
393,1.0,1.0,0.0,23.0,113.275,0.0,1.0,15.0,1.0,2.9999999999999996,Adult
394,1.0,3.0,0.0,24.0,16.7,2.0,2.0,18.0,3.0,6.0,Adult
395,0.0,3.0,1.0,22.0,7.7958,2.0,0.0,15.0,2.0,8.0,Adult
396,0.0,3.0,0.0,31.0,7.854199999999999,2.0,0.0,15.0,1.0,8.0,Middle-aged
397,0.0,2.0,1.0,46.0,26.0,2.0,0.0,15.0,2.0,8.0,Middle-aged
398,0.0,2.0,1.0,23.0,10.5,2.0,0.0,15.0,4.0,8.0,Adult
399,1.0,2.0,0.0,28.0,12.649999999999999,2.0,0.0,15.0,3.0,8.0,Adult
400,1.0,3.0,1.0,39.0,7.925000000000001,2.0,0.0,36.0,2.0,8.0,Middle-aged
401,0.0,3.0,1.0,26.0,8.05,2.0,0.0,15.0,2.0,8.0,Adult
402,0.0,3.0,0.0,21.0,9.825,2.0,1.0,15.0,1.0,8.0,Adult
403,0.0,3.0,1.0,28.0,15.850000000000001,2.0,1.0,37.0,2.0,8.0,Adult
404,0.0,3.0,0.0,20.0,8.662500000000001,2.0,0.0,15.0,1.0,8.0,Adult
405,0.0,2.0,1.0,34.0,21.0,2.0,1.0,15.0,2.0,8.0,Middle-aged
406,0.0,3.0,1.0,51.0,7.75,2.0,0.0,15.0,2.0,8.0,Senior
407,1.0,2.0,1.0,3.0,18.75,2.0,2.0,15.0,-2.220446049250313e-16,8.0,Child
408,0.0,3.0,1.0,21.0,7.774999999999999,2.0,0.0,15.0,2.0,8.0,Adult
409,0.0,3.0,0.0,6.399999999999999,25.4667,2.0,4.0,15.0,1.0,8.0,Child
410,0.0,3.0,1.0,29.0,7.895800000000001,2.0,0.0,15.0,2.0,8.0,Adult
411,0.0,3.0,1.0,29.5,6.8583,1.0,0.0,15.0,2.0,8.0,Adult
412,1.0,1.0,0.0,33.0,90.0,1.0,1.0,15.0,1.0,2.0,Middle-aged
413,0.0,2.0,1.0,23.2,0.0,2.0,0.0,15.0,2.0,8.0,Adult
414,1.0,3.0,1.0,44.0,7.925000000000001,2.0,0.0,36.0,2.0,8.0,Middle-aged
415,0.0,3.0,0.0,31.6,8.05,2.0,0.0,15.0,3.0,8.0,Middle-aged
416,1.0,2.0,0.0,34.0,32.5,2.0,2.0,15.0,3.0,8.0,Middle-aged
417,1.0,2.0,0.0,18.0,13.0,2.0,2.0,15.0,1.0,8.0,Teen
418,0.0,2.0,1.0,30.0,13.0,2.0,0.0,15.0,2.0,8.0,Adult
419,0.0,3.0,0.0,10.0,24.15,2.0,2.0,15.0,1.0,8.0,Child
420,0.0,3.0,1.0,28.4,7.895800000000001,0.0,0.0,15.0,2.0,8.0,Adult
421,0.0,3.0,1.0,21.0,7.7333,1.0,0.0,4.0,2.0,8.0,Adult
422,0.0,3.0,1.0,29.0,7.875,2.0,0.0,15.0,2.0,8.0,Adult
423,0.0,3.0,0.0,28.0,14.399999999999999,2.0,2.0,15.0,3.0,8.0,Adult
424,0.0,3.0,1.0,18.0,20.2125,2.0,2.0,15.0,2.0,8.0,Teen
425,0.0,3.0,1.0,20.2,7.25,2.0,0.0,4.0,2.0,8.0,Adult
426,1.0,2.0,0.0,28.0,26.0,2.0,1.0,15.0,3.0,8.0,Adult
427,1.0,2.0,0.0,19.0,26.0,2.0,0.0,15.0,1.0,8.0,Adult
428,0.0,3.0,1.0,47.8,7.75,1.0,0.0,15.0,2.0,8.0,Middle-aged
429,1.0,3.0,1.0,32.0,8.05,2.0,0.0,34.0,2.0,4.0,Middle-aged
430,1.0,1.0,1.0,28.0,26.55,2.0,0.0,15.0,2.0,2.0,Adult
431,1.0,3.0,0.0,35.0,16.1,2.0,1.0,15.0,3.0,8.0,Middle-aged
432,1.0,2.0,0.0,42.0,26.0,2.0,1.0,27.0,3.0,8.0,Middle-aged
433,0.0,3.0,1.0,17.0,7.125,2.0,0.0,36.0,2.0,8.0,Teen
434,0.0,1.0,1.0,50.0,55.9,2.0,1.0,15.0,2.0,4.0,Middle-aged
435,1.0,1.0,0.0,14.000000000000002,120.0,2.0,3.0,15.0,1.0,1.0,Teen
436,0.0,3.0,0.0,21.0,34.375,2.0,4.0,39.0,1.0,8.0,Adult
437,1.0,2.0,0.0,24.0,18.75,2.0,5.0,15.0,3.0,8.0,Adult
438,0.0,1.0,1.0,64.0,263.00000000000006,2.0,5.0,15.0,2.0,2.0,Senior
439,0.0,2.0,1.0,31.0,10.5,2.0,0.0,7.0,2.0,8.0,Middle-aged
440,1.0,2.0,0.0,45.0,26.25,2.0,2.0,12.0,3.0,8.0,Middle-aged
441,0.0,3.0,1.0,20.0,9.5,2.0,0.0,15.0,2.0,8.0,Adult
442,0.0,3.0,1.0,25.0,7.774999999999999,2.0,1.0,15.0,2.0,8.0,Adult
443,1.0,2.0,0.0,28.0,13.0,2.0,0.0,15.0,1.0,8.0,Adult
444,1.0,3.0,1.0,30.4,8.1125,2.0,0.0,15.0,2.0,8.0,Middle-aged
445,1.0,1.0,1.0,4.0,81.8583,2.0,2.0,15.0,-2.220446049250313e-16,0.0,Child
446,1.0,2.0,0.0,13.0,19.5,2.0,1.0,15.0,1.0,8.0,Teen
447,1.0,1.0,1.0,34.0,26.55,2.0,0.0,15.0,2.0,8.0,Middle-aged
448,1.0,3.0,0.0,5.0,19.2583,0.0,3.0,15.0,1.0,8.0,Child
449,1.0,1.0,1.0,52.0,30.5,2.0,0.0,15.0,4.0,2.0,Senior
450,0.0,2.0,1.0,36.0,27.75,2.0,3.0,7.0,2.0,8.0,Middle-aged
451,0.0,3.0,1.0,32.2,19.9667,2.0,1.0,15.0,2.0,8.0,Middle-aged
452,0.0,1.0,1.0,30.0,27.75,0.0,0.0,15.0,2.0,2.0,Adult
453,1.0,1.0,1.0,49.0,89.1042,0.0,1.0,15.0,2.0,2.0,Middle-aged
454,0.0,3.0,1.0,31.6,8.05,2.0,0.0,3.0000000000000018,2.0,8.0,Middle-aged
455,1.0,3.0,1.0,29.0,7.895800000000001,0.0,0.0,15.0,2.0,8.0,Adult
456,0.0,1.0,1.0,65.0,26.55,2.0,0.0,15.0,2.0,4.0,Senior
457,1.0,1.0,0.0,36.0,51.8625,2.0,1.0,15.0,3.0,2.9999999999999996,Middle-aged
458,1.0,2.0,0.0,50.0,10.5,2.0,0.0,12.0,1.0,8.0,Middle-aged
459,0.0,3.0,1.0,47.8,7.75,1.0,0.0,15.0,2.0,8.0,Middle-aged
460,1.0,1.0,1.0,48.0,26.55,2.0,0.0,15.0,2.0,4.0,Middle-aged
461,0.0,3.0,1.0,34.0,8.05,2.0,0.0,15.0,2.0,8.0,Middle-aged
462,0.0,1.0,1.0,47.0,38.5,2.0,0.0,15.0,2.0,4.0,Middle-aged
463,0.0,2.0,1.0,48.0,13.0,2.0,0.0,15.0,2.0,8.0,Middle-aged
464,0.0,3.0,1.0,26.0,8.05,2.0,0.0,5.0,2.0,8.0,Adult
465,0.0,3.0,1.0,38.0,7.050000000000001,2.0,0.0,34.0,2.0,8.0,Middle-aged
466,0.0,2.0,1.0,23.2,0.0,2.0,0.0,15.0,2.0,8.0,Adult
467,0.0,1.0,1.0,56.0,26.55,2.0,0.0,15.0,2.0,8.0,Senior
468,0.0,3.0,1.0,38.7,7.725000000000001,1.0,0.0,15.0,2.0,8.0,Middle-aged
469,1.0,3.0,0.0,0.75,19.2583,0.0,3.0,15.0,1.0,8.0,Child
470,0.0,3.0,1.0,39.0,7.25,2.0,0.0,15.0,2.0,8.0,Middle-aged
471,0.0,3.0,1.0,38.0,8.662500000000001,2.0,0.0,15.0,2.0,8.0,Middle-aged
472,1.0,2.0,0.0,33.0,27.75,2.0,3.0,7.0,3.0,8.0,Middle-aged
473,1.0,2.0,0.0,23.0,13.791699999999999,0.0,0.0,28.0,3.0,2.9999999999999996,Adult
474,0.0,3.0,0.0,22.0,9.837499999999999,2.0,0.0,15.0,1.0,8.0,Adult
475,0.0,1.0,1.0,47.89999999999999,52.0,2.0,0.0,15.0,2.0,0.0,Middle-aged
476,0.0,2.0,1.0,34.0,21.0,2.0,1.0,15.0,2.0,8.0,Middle-aged
477,0.0,3.0,1.0,29.0,7.0458,2.0,1.0,15.0,2.0,8.0,Adult
478,0.0,3.0,1.0,22.0,7.520800000000001,2.0,0.0,15.0,2.0,8.0,Adult
479,1.0,3.0,0.0,2.0,12.287500000000001,2.0,1.0,15.0,1.0,8.0,Child
480,0.0,3.0,1.0,9.0,46.9,2.0,7.0,9.0,-2.220446049250313e-16,8.0,Child
481,0.0,2.0,1.0,23.2,0.0,2.0,0.0,15.0,2.0,8.0,Adult
482,0.0,3.0,1.0,50.0,8.05,2.0,0.0,3.0000000000000018,2.0,8.0,Middle-aged
483,1.0,3.0,0.0,63.0,9.587499999999999,2.0,0.0,15.0,3.0,8.0,Senior
484,1.0,1.0,1.0,25.0,91.0792,0.0,1.0,15.0,2.0,1.0,Adult
485,0.0,3.0,0.0,6.399999999999999,25.4667,2.0,4.0,15.0,1.0,8.0,Child
486,1.0,1.0,0.0,35.0,90.0,2.0,1.0,15.0,3.0,2.0,Middle-aged
487,0.0,1.0,1.0,58.0,29.7,0.0,0.0,15.0,2.0,1.0,Senior
488,0.0,3.0,1.0,30.0,8.05,2.0,0.0,1.0,2.0,8.0,Adult
489,1.0,3.0,1.0,9.0,15.899999999999999,2.0,2.0,7.0,-2.220446049250313e-16,8.0,Child
490,0.0,3.0,1.0,32.2,19.9667,2.0,1.0,15.0,2.0,8.0,Middle-aged
491,0.0,3.0,1.0,21.0,7.25,2.0,0.0,35.0,2.0,8.0,Adult
492,0.0,1.0,1.0,55.0,30.5,2.0,0.0,15.0,2.0,2.0,Senior
493,0.0,1.0,1.0,71.0,49.5042,0.0,0.0,17.0,2.0,8.0,Senior
494,0.0,3.0,1.0,21.0,8.05,2.0,0.0,3.0000000000000018,2.0,8.0,Adult
495,0.0,3.0,1.0,28.1,14.458300000000001,0.0,0.0,15.0,2.0,8.0,Adult
496,1.0,1.0,0.0,54.0,78.2667,0.0,1.0,15.0,1.0,2.9999999999999996,Senior
497,0.0,3.0,1.0,31.8,15.100000000000001,2.0,0.0,7.0,2.0,8.0,Middle-aged
498,0.0,1.0,0.0,25.0,151.55,2.0,3.0,15.0,3.0,2.0,Adult
499,0.0,3.0,1.0,24.0,7.7958,2.0,0.0,15.0,2.0,8.0,Adult
500,0.0,3.0,1.0,17.0,8.662500000000001,2.0,0.0,15.0,2.0,8.0,Teen
501,0.0,3.0,0.0,21.0,7.75,1.0,0.0,15.0,1.0,8.0,Adult
502,0.0,3.0,0.0,26.5,7.629200000000001,1.0,0.0,15.0,1.0,8.0,Adult
503,0.0,3.0,0.0,37.0,9.587499999999999,2.0,0.0,15.0,1.0,8.0,Middle-aged
504,1.0,1.0,0.0,16.0,86.5,2.0,0.0,15.0,1.0,1.0,Teen
505,0.0,1.0,1.0,18.0,108.9,0.0,1.0,17.0,2.0,2.0,Teen
506,1.0,2.0,0.0,33.0,26.0,2.0,2.0,15.0,3.0,8.0,Middle-aged
507,1.0,1.0,1.0,35.8,26.55,2.0,0.0,15.0,2.0,8.0,Middle-aged
508,0.0,3.0,1.0,28.0,22.525,2.0,0.0,6.0,2.0,8.0,Adult
509,1.0,3.0,1.0,26.0,56.4958,2.0,0.0,15.0,2.0,8.0,Adult
510,1.0,3.0,1.0,29.0,7.75,1.0,0.0,15.0,2.0,8.0,Adult
511,0.0,3.0,1.0,23.6,8.05,2.0,0.0,35.0,2.0,8.0,Adult
512,1.0,1.0,1.0,36.0,26.2875,2.0,0.0,17.0,2.0,4.0,Middle-aged
513,1.0,1.0,0.0,54.0,59.39999999999999,0.0,1.0,17.0,3.0,8.0,Senior
514,0.0,3.0,1.0,24.0,7.495799999999999,2.0,0.0,15.0,2.0,8.0,Adult
515,0.0,1.0,1.0,47.0,34.0208,2.0,0.0,15.0,2.0,2.9999999999999996,Middle-aged
516,1.0,2.0,0.0,34.0,10.5,2.0,0.0,7.0,3.0,5.0,Middle-aged
517,0.0,3.0,1.0,47.8,24.15,1.0,0.0,15.0,2.0,8.0,Middle-aged
518,1.0,2.0,0.0,36.0,26.0,2.0,1.0,15.0,3.0,8.0,Middle-aged
519,0.0,3.0,1.0,32.0,7.895800000000001,2.0,0.0,15.0,2.0,8.0,Middle-aged
520,1.0,1.0,0.0,30.0,93.5,2.0,0.0,15.0,1.0,1.0,Adult
521,0.0,3.0,1.0,22.0,7.895800000000001,2.0,0.0,15.0,2.0,8.0,Adult
522,0.0,3.0,1.0,33.8,7.225000000000005,0.0,0.0,15.0,2.0,8.0,Middle-aged
523,1.0,1.0,0.0,44.0,57.9792,0.0,1.0,15.0,3.0,1.0,Middle-aged
524,0.0,3.0,1.0,25.8,7.229199999999999,0.0,0.0,15.0,2.0,8.0,Adult
525,0.0,3.0,1.0,40.5,7.75,1.0,0.0,15.0,2.0,8.0,Middle-aged
526,1.0,2.0,0.0,50.0,10.5,2.0,0.0,39.0,1.0,8.0,Middle-aged
527,0.0,1.0,1.0,34.0,221.7792,2.0,0.0,17.0,2.0,2.0,Middle-aged
528,0.0,3.0,1.0,39.0,7.925000000000001,2.0,0.0,15.0,2.0,8.0,Middle-aged
529,0.0,2.0,1.0,23.0,11.5,2.0,3.0,15.0,2.0,8.0,Adult
530,1.0,2.0,0.0,2.0,26.0,2.0,2.0,15.0,1.0,8.0,Child
531,0.0,3.0,1.0,25.8,7.229199999999999,0.0,0.0,15.0,2.0,8.0,Adult
532,0.0,3.0,1.0,17.0,7.229199999999999,0.0,2.0,15.0,2.0,8.0,Teen
533,1.0,3.0,0.0,22.0,22.3583,0.0,2.0,15.0,3.0,8.0,Adult
534,0.0,3.0,0.0,30.0,8.662500000000001,2.0,0.0,15.0,1.0,8.0,Adult
535,1.0,2.0,0.0,7.0,26.25,2.0,2.0,12.0,1.0,8.0,Child
536,0.0,1.0,1.0,45.0,26.55,2.0,0.0,15.0,4.0,1.0,Middle-aged
537,1.0,1.0,0.0,30.0,106.425,0.0,0.0,17.0,1.0,8.0,Adult
538,0.0,3.0,1.0,21.5,14.5,2.0,0.0,15.0,2.0,8.0,Adult
539,1.0,1.0,0.0,22.0,49.5,0.0,2.0,15.0,1.0,1.0,Adult
540,1.0,1.0,0.0,36.0,71.0,2.0,2.0,42.0,1.0,1.0,Middle-aged
541,0.0,3.0,0.0,9.0,31.275,2.0,6.0,15.0,1.0,8.0,Child
542,0.0,3.0,0.0,11.0,31.275,2.0,6.0,15.0,1.0,8.0,Teen
543,1.0,2.0,1.0,32.0,26.0,2.0,1.0,15.0,2.0,8.0,Middle-aged
544,0.0,1.0,1.0,50.0,106.425,0.0,1.0,17.0,2.0,2.0,Middle-aged
545,0.0,1.0,1.0,64.0,26.0,2.0,0.0,15.0,2.0,8.0,Senior
546,1.0,2.0,0.0,19.0,26.0,2.0,1.0,15.0,3.0,8.0,Adult
547,1.0,2.0,1.0,24.4,13.8625,0.0,0.0,29.0,2.0,8.0,Adult
548,0.0,3.0,1.0,33.0,20.525,2.0,2.0,15.0,2.0,8.0,Middle-aged
549,1.0,2.0,1.0,8.0,36.75,2.0,2.0,7.0,-2.220446049250313e-16,8.0,Child
550,1.0,1.0,1.0,17.0,110.8833,0.0,2.0,15.0,2.0,2.0,Teen
551,0.0,2.0,1.0,27.0,26.0,2.0,0.0,15.0,2.0,8.0,Adult
552,0.0,3.0,1.0,47.8,7.8292,1.0,0.0,15.0,2.0,8.0,Middle-aged
553,1.0,3.0,1.0,22.0,7.225000000000005,0.0,0.0,15.0,2.0,8.0,Adult
554,1.0,3.0,0.0,22.0,7.774999999999999,2.0,0.0,15.0,1.0,8.0,Adult
555,0.0,1.0,1.0,62.0,26.55,2.0,0.0,15.0,2.0,8.0,Senior
556,1.0,1.0,0.0,48.0,39.6,0.0,1.0,15.0,4.0,0.0,Middle-aged
557,0.0,1.0,1.0,28.6,227.52499999999998,0.0,0.0,17.0,2.0,8.0,Adult
558,1.0,1.0,0.0,39.0,79.65,2.0,2.0,15.0,3.0,4.0,Middle-aged
559,1.0,3.0,0.0,36.0,17.4,2.0,1.0,15.0,3.0,8.0,Middle-aged
560,0.0,3.0,1.0,47.8,7.75,1.0,0.0,15.0,2.0,8.0,Middle-aged
561,0.0,3.0,1.0,40.0,7.895800000000001,2.0,0.0,15.0,2.0,8.0,Middle-aged
562,0.0,2.0,1.0,28.0,13.5,2.0,0.0,15.0,2.0,8.0,Adult
563,0.0,3.0,1.0,23.6,8.05,2.0,0.0,35.0,2.0,8.0,Adult
564,0.0,3.0,0.0,23.6,8.05,2.0,0.0,34.0,1.0,8.0,Adult
565,0.0,3.0,1.0,24.0,24.15,2.0,2.0,3.0000000000000018,2.0,8.0,Adult
566,0.0,3.0,1.0,19.0,7.895800000000001,2.0,0.0,15.0,2.0,8.0,Adult
567,0.0,3.0,0.0,29.0,21.075,2.0,4.0,15.0,3.0,8.0,Adult
