,Survived,Pclass,Sex,Age,Fare,Embarked,FamilyGroup,Type of Ticket,Title,Type of Cabin,AgeGroup
303,1.0,2.0,female,34.3,12.350000000000001,Q,0.0,Numeric,Miss,E,Middle-aged
304,0.0,3.0,male,31.6,8.05,S,0.0,A/,Mr,Unknown,Middle-aged
305,1.0,1.0,male,0.9200000000000017,151.55,S,3.0,Numeric,Master,C,Child
306,1.0,1.0,female,32.4,110.8833,C,0.0,Numeric,Miss,Unknown,Middle-aged
307,1.0,1.0,female,17.0,108.9,C,1.0,PC,Mrs,C,Teen
308,0.0,2.0,male,30.0,24.0,C,1.0,P/PP,Mr,Unknown,Adult
309,1.0,1.0,female,30.0,56.9292,C,0.0,PC,Miss,E,Adult
310,1.0,1.0,female,24.0,83.1583,C,0.0,Numeric,Miss,C,Adult
311,1.0,1.0,female,18.0,262.375,C,4.0,PC,Miss,B,Teen
312,0.0,2.0,female,26.0,26.0,S,2.0,Numeric,Mrs,Unknown,Adult
313,0.0,3.0,male,28.0,7.895800000000001,S,0.0,Numeric,Mr,Unknown,Adult
314,0.0,2.0,male,43.0,26.25,S,2.0,F.C.C.,Mr,Unknown,Middle-aged
315,1.0,3.0,female,26.0,7.854199999999999,S,0.0,Numeric,Miss,Unknown,Adult
316,1.0,2.0,female,24.0,26.0,S,1.0,Numeric,Mrs,Unknown,Adult
317,0.0,2.0,male,54.0,14.0,S,0.0,Numeric,Rare,Unknown,Senior
318,1.0,1.0,female,31.0,164.86669999999998,S,2.0,Numeric,Miss,C,Middle-aged
319,1.0,1.0,female,40.0,134.5,C,2.0,Numeric,Mrs,E,Middle-aged
320,0.0,3.0,male,22.0,7.25,S,0.0,A/,Mr,Unknown,Adult
321,0.0,3.0,male,27.0,7.895800000000001,S,0.0,Numeric,Mr,Unknown,Adult
322,1.0,2.0,female,30.0,12.350000000000001,Q,0.0,Numeric,Miss,Unknown,Adult
323,1.0,2.0,female,22.0,29.0,S,2.0,Numeric,Mrs,Unknown,Adult
324,0.0,3.0,male,22.6,69.55,S,10.0,CA.,Mr,Unknown,Adult
325,1.0,1.0,female,36.0,135.63330000000002,C,0.0,PC,Miss,C,Middle-aged
326,0.0,3.0,male,61.0,6.237500000000001,S,0.0,Numeric,Mr,Unknown,Senior
327,1.0,2.0,female,36.0,13.0,S,0.0,Numeric,Mrs,C,Middle-aged
328,1.0,3.0,female,31.0,20.525,S,2.0,Numeric,Mrs,Unknown,Middle-aged
329,1.0,1.0,female,16.0,57.9792,C,1.0,Numeric,Miss,B,Teen
330,1.0,3.0,female,11.0,23.25,Q,2.0,Numeric,Miss,Unknown,Teen
331,0.0,1.0,male,45.5,28.5,S,0.0,Numeric,Mr,C,Middle-aged
332,0.0,1.0,male,38.0,153.46250000000003,S,1.0,PC,Mr,C,Middle-aged
333,0.0,3.0,male,16.0,18.0,S,2.0,Numeric,Mr,Unknown,Teen
334,1.0,1.0,female,41.2,133.65,S,1.0,PC,Mrs,Unknown,Middle-aged
335,0.0,3.0,male,29.0,7.895800000000001,S,0.0,Numeric,Mr,Unknown,Adult
336,0.0,1.0,male,29.0,66.6,S,1.0,Numeric,Mr,C,Adult
337,1.0,1.0,female,41.0,134.5,C,0.0,Numeric,Miss,E,Middle-aged
338,1.0,3.0,male,45.0,8.05,S,0.0,Numeric,Mr,Unknown,Middle-aged
339,0.0,1.0,male,45.0,35.5,S,0.0,Numeric,Mr,T,Middle-aged
340,1.0,2.0,male,2.0,26.0,S,2.0,Numeric,Master,F,Child
341,1.0,1.0,female,24.0,263.00000000000006,S,5.0,Numeric,Miss,C,Adult
342,0.0,2.0,male,28.0,13.0,S,0.0,Numeric,Mr,Unknown,Adult
343,0.0,2.0,male,25.0,13.0,S,0.0,Numeric,Mr,Unknown,Adult
344,0.0,2.0,male,36.0,13.0,S,0.0,Numeric,Mr,Unknown,Middle-aged
345,1.0,2.0,female,24.0,13.0,S,0.0,Numeric,Miss,F,Adult
346,1.0,2.0,female,40.0,13.0,S,0.0,Numeric,Miss,Unknown,Middle-aged
347,1.0,3.0,female,35.0,16.1,S,1.0,Numeric,Mrs,Unknown,Middle-aged
348,1.0,3.0,male,3.0,15.899999999999999,S,2.0,C.A.,Master,Unknown,Child
349,0.0,3.0,male,42.0,8.662500000000001,S,0.0,Numeric,Mr,Unknown,Middle-aged
350,0.0,3.0,male,23.0,9.225000000000001,S,0.0,Numeric,Mr,Unknown,Adult
351,0.0,1.0,male,51.3,35.0,S,0.0,Numeric,Mr,C,Senior
352,0.0,3.0,male,15.0,7.229199999999999,C,2.0,Numeric,Mr,Unknown,Teen
353,0.0,3.0,male,25.0,17.799999999999997,S,1.0,Numeric,Mr,Unknown,Adult
354,0.0,3.0,male,33.8,7.225000000000005,C,0.0,Numeric,Mr,Unknown,Middle-aged
355,0.0,3.0,male,28.0,9.5,S,0.0,Numeric,Mr,Unknown,Adult
356,1.0,1.0,female,22.0,55.0,S,1.0,Numeric,Miss,E,Adult
357,0.0,2.0,female,38.0,13.0,S,0.0,Numeric,Miss,Unknown,Middle-aged
358,1.0,3.0,female,17.6,7.879200000000001,Q,0.0,Numeric,Miss,Unknown,Teen
359,1.0,3.0,female,17.6,7.879200000000001,Q,0.0,Numeric,Miss,Unknown,Teen
360,0.0,3.0,male,40.0,27.9,S,5.0,Numeric,Mr,Unknown,Middle-aged
361,0.0,2.0,male,29.0,27.7208,C,1.0,SC/PARIS,Mr,Unknown,Adult
362,0.0,3.0,female,45.0,14.4542,C,1.0,Numeric,Mrs,Unknown,Middle-aged
363,0.0,3.0,male,35.0,7.050000000000001,S,0.0,SOTON/O.Q.,Mr,Unknown,Middle-aged
364,0.0,3.0,male,41.7,15.5,Q,1.0,Numeric,Mr,Unknown,Middle-aged
365,0.0,3.0,male,30.0,7.25,S,0.0,C,Mr,Unknown,Adult
366,1.0,1.0,female,60.0,75.25,C,1.0,Numeric,Mrs,C,Senior
367,1.0,3.0,female,22.0,7.229199999999999,C,0.0,Numeric,Mrs,Unknown,Adult
368,1.0,3.0,female,17.6,7.75,Q,0.0,Numeric,Miss,Unknown,Teen
369,1.0,1.0,female,24.0,69.3,C,0.0,PC,Mrs,B,Adult
370,1.0,1.0,male,25.0,55.4417,C,1.0,Numeric,Mr,E,Adult
371,0.0,3.0,male,18.0,6.495800000000003,S,1.0,Numeric,Mr,Unknown,Teen
372,0.0,3.0,male,19.0,8.05,S,0.0,Numeric,Mr,Unknown,Adult
373,0.0,1.0,male,22.0,135.63330000000002,C,0.0,PC,Mr,Unknown,Adult
374,0.0,3.0,female,3.0,21.075,S,4.0,Numeric,Miss,Unknown,Child
375,1.0,1.0,female,39.4,82.1708,C,1.0,PC,Mrs,Unknown,Middle-aged
376,1.0,3.0,female,22.0,7.25,S,0.0,C,Miss,Unknown,Adult
377,0.0,1.0,male,27.0,211.5,C,2.0,Numeric,Mr,C,Adult
378,0.0,3.0,male,20.0,4.012499999999996,C,0.0,Numeric,Mr,Unknown,Adult
379,0.0,3.0,male,19.0,7.774999999999999,S,0.0,Numeric,Mr,Unknown,Adult
380,1.0,1.0,female,42.0,227.52499999999998,C,0.0,PC,Miss,Unknown,Middle-aged
381,1.0,3.0,female,1.0,15.741700000000002,C,2.0,Numeric,Miss,Unknown,Child
382,0.0,3.0,male,32.0,7.925000000000001,S,0.0,STON/O .,Mr,Unknown,Middle-aged
383,1.0,1.0,female,35.0,52.0,S,1.0,Numeric,Mrs,Unknown,Middle-aged
384,0.0,3.0,male,29.0,7.895800000000001,S,0.0,Numeric,Mr,Unknown,Adult
385,0.0,2.0,male,18.0,73.5,S,0.0,S.O.C.,Mr,Unknown,Teen
386,0.0,3.0,male,1.0,46.9,S,7.0,CA,Master,Unknown,Child
387,1.0,2.0,female,36.0,13.0,S,0.0,Numeric,Miss,Unknown,Middle-aged
388,0.0,3.0,male,38.7,7.729199999999999,Q,0.0,Numeric,Mr,Unknown,Middle-aged
389,1.0,2.0,female,17.0,12.0,C,0.0,SC,Miss,Unknown,Teen
390,1.0,1.0,male,36.0,120.0,S,3.0,Numeric,Mr,B,Middle-aged
391,1.0,3.0,male,21.0,7.7958,S,0.0,Numeric,Mr,Unknown,Adult
392,0.0,3.0,male,28.0,7.925000000000001,S,2.0,Numeric,Mr,Unknown,Adult
393,1.0,1.0,female,23.0,113.275,C,1.0,Numeric,Miss,C,Adult
394,1.0,3.0,female,24.0,16.7,S,2.0,PP,Mrs,G,Adult
395,0.0,3.0,male,22.0,7.7958,S,0.0,Numeric,Mr,Unknown,Adult
396,0.0,3.0,female,31.0,7.854199999999999,S,0.0,Numeric,Miss,Unknown,Middle-aged
397,0.0,2.0,male,46.0,26.0,S,0.0,Numeric,Mr,Unknown,Middle-aged
398,0.0,2.0,male,23.0,10.5,S,0.0,Numeric,Rare,Unknown,Adult
399,1.0,2.0,female,28.0,12.649999999999999,S,0.0,Numeric,Mrs,Unknown,Adult
400,1.0,3.0,male,39.0,7.925000000000001,S,0.0,STON/O .,Mr,Unknown,Middle-aged
401,0.0,3.0,male,26.0,8.05,S,0.0,Numeric,Mr,Unknown,Adult
402,0.0,3.0,female,21.0,9.825,S,1.0,Numeric,Miss,Unknown,Adult
403,0.0,3.0,male,28.0,15.850000000000001,S,1.0,STON/O.,Mr,Unknown,Adult
404,0.0,3.0,female,20.0,8.662500000000001,S,0.0,Numeric,Miss,Unknown,Adult
405,0.0,2.0,male,34.0,21.0,S,1.0,Numeric,Mr,Unknown,Middle-aged
406,0.0,3.0,male,51.0,7.75,S,0.0,Numeric,Mr,Unknown,Senior
407,1.0,2.0,male,3.0,18.75,S,2.0,Numeric,Master,Unknown,Child
408,0.0,3.0,male,21.0,7.774999999999999,S,0.0,Numeric,Mr,Unknown,Adult
409,0.0,3.0,female,6.399999999999999,25.4667,S,4.0,Numeric,Miss,Unknown,Child
410,0.0,3.0,male,29.0,7.895800000000001,S,0.0,Numeric,Mr,Unknown,Adult
411,0.0,3.0,male,29.5,6.8583,Q,0.0,Numeric,Mr,Unknown,Adult
412,1.0,1.0,female,33.0,90.0,Q,1.0,Numeric,Miss,C,Middle-aged
413,0.0,2.0,male,23.2,0.0,S,0.0,Numeric,Mr,Unknown,Adult
414,1.0,3.0,male,44.0,7.925000000000001,S,0.0,STON/O .,Mr,Unknown,Middle-aged
415,0.0,3.0,female,31.6,8.05,S,0.0,Numeric,Mrs,Unknown,Middle-aged
416,1.0,2.0,female,34.0,32.5,S,2.0,Numeric,Mrs,Unknown,Middle-aged
417,1.0,2.0,female,18.0,13.0,S,2.0,Numeric,Miss,Unknown,Teen
418,0.0,2.0,male,30.0,13.0,S,0.0,Numeric,Mr,Unknown,Adult
419,0.0,3.0,female,10.0,24.15,S,2.0,Numeric,Miss,Unknown,Child
420,0.0,3.0,male,28.4,7.895800000000001,C,0.0,Numeric,Mr,Unknown,Adult
421,0.0,3.0,male,21.0,7.7333,Q,0.0,A/.,Mr,Unknown,Adult
422,0.0,3.0,male,29.0,7.875,S,0.0,Numeric,Mr,Unknown,Adult
423,0.0,3.0,female,28.0,14.399999999999999,S,2.0,Numeric,Mrs,Unknown,Adult
424,0.0,3.0,male,18.0,20.2125,S,2.0,Numeric,Mr,Unknown,Teen
425,0.0,3.0,male,20.2,7.25,S,0.0,A/.,Mr,Unknown,Adult
426,1.0,2.0,female,28.0,26.0,S,1.0,Numeric,Mrs,Unknown,Adult
427,1.0,2.0,female,19.0,26.0,S,0.0,Numeric,Miss,Unknown,Adult
428,0.0,3.0,male,47.8,7.75,Q,0.0,Numeric,Mr,Unknown,Middle-aged
429,1.0,3.0,male,32.0,8.05,S,0.0,SOTON/O.Q.,Mr,E,Middle-aged
430,1.0,1.0,male,28.0,26.55,S,0.0,Numeric,Mr,C,Adult
431,1.0,3.0,female,35.0,16.1,S,1.0,Numeric,Mrs,Unknown,Middle-aged
432,1.0,2.0,female,42.0,26.0,S,1.0,SC/AH,Mrs,Unknown,Middle-aged
433,0.0,3.0,male,17.0,7.125,S,0.0,STON/O .,Mr,Unknown,Teen
434,0.0,1.0,male,50.0,55.9,S,1.0,Numeric,Mr,E,Middle-aged
435,1.0,1.0,female,14.000000000000002,120.0,S,3.0,Numeric,Miss,B,Teen
436,0.0,3.0,female,21.0,34.375,S,4.0,W./C.,Miss,Unknown,Adult
437,1.0,2.0,female,24.0,18.75,S,5.0,Numeric,Mrs,Unknown,Adult
438,0.0,1.0,male,64.0,263.00000000000006,S,5.0,Numeric,Mr,C,Senior
439,0.0,2.0,male,31.0,10.5,S,0.0,C.A.,Mr,Unknown,Middle-aged
440,1.0,2.0,female,45.0,26.25,S,2.0,F.C.C.,Mrs,Unknown,Middle-aged
441,0.0,3.0,male,20.0,9.5,S,0.0,Numeric,Mr,Unknown,Adult
442,0.0,3.0,male,25.0,7.774999999999999,S,1.0,Numeric,Mr,Unknown,Adult
443,1.0,2.0,female,28.0,13.0,S,0.0,Numeric,Miss,Unknown,Adult
444,1.0,3.0,male,30.4,8.1125,S,0.0,Numeric,Mr,Unknown,Middle-aged
445,1.0,1.0,male,4.0,81.8583,S,2.0,Numeric,Master,A,Child
446,1.0,2.0,female,13.0,19.5,S,1.0,Numeric,Miss,Unknown,Teen
447,1.0,1.0,male,34.0,26.55,S,0.0,Numeric,Mr,Unknown,Middle-aged
448,1.0,3.0,female,5.0,19.2583,C,3.0,Numeric,Miss,Unknown,Child
449,1.0,1.0,male,52.0,30.5,S,0.0,Numeric,Rare,C,Senior
450,0.0,2.0,male,36.0,27.75,S,3.0,C.A.,Mr,Unknown,Middle-aged
451,0.0,3.0,male,32.2,19.9667,S,1.0,Numeric,Mr,Unknown,Middle-aged
452,0.0,1.0,male,30.0,27.75,C,0.0,Numeric,Mr,C,Adult
453,1.0,1.0,male,49.0,89.1042,C,1.0,Numeric,Mr,C,Middle-aged
454,0.0,3.0,male,31.6,8.05,S,0.0,A/,Mr,Unknown,Middle-aged
455,1.0,3.0,male,29.0,7.895800000000001,C,0.0,Numeric,Mr,Unknown,Adult
456,0.0,1.0,male,65.0,26.55,S,0.0,Numeric,Mr,E,Senior
457,1.0,1.0,female,36.0,51.8625,S,1.0,Numeric,Mrs,C,Middle-aged
458,1.0,2.0,female,50.0,10.5,S,0.0,F.C.C.,Miss,Unknown,Middle-aged
459,0.0,3.0,male,47.8,7.75,Q,0.0,Numeric,Mr,Unknown,Middle-aged
460,1.0,1.0,male,48.0,26.55,S,0.0,Numeric,Mr,E,Middle-aged
461,0.0,3.0,male,34.0,8.05,S,0.0,Numeric,Mr,Unknown,Middle-aged
462,0.0,1.0,male,47.0,38.5,S,0.0,Numeric,Mr,E,Middle-aged
463,0.0,2.0,male,48.0,13.0,S,0.0,Numeric,Mr,Unknown,Middle-aged
464,0.0,3.0,male,26.0,8.05,S,0.0,A/S,Mr,Unknown,Adult
465,0.0,3.0,male,38.0,7.050000000000001,S,0.0,SOTON/O.Q.,Mr,Unknown,Middle-aged
466,0.0,2.0,male,23.2,0.0,S,0.0,Numeric,Mr,Unknown,Adult
467,0.0,1.0,male,56.0,26.55,S,0.0,Numeric,Mr,Unknown,Senior
468,0.0,3.0,male,38.7,7.725000000000001,Q,0.0,Numeric,Mr,Unknown,Middle-aged
469,1.0,3.0,female,0.75,19.2583,C,3.0,Numeric,Miss,Unknown,Child
470,0.0,3.0,male,39.0,7.25,S,0.0,Numeric,Mr,Unknown,Middle-aged
471,0.0,3.0,male,38.0,8.662500000000001,S,0.0,Numeric,Mr,Unknown,Middle-aged
472,1.0,2.0,female,33.0,27.75,S,3.0,C.A.,Mrs,Unknown,Middle-aged
473,1.0,2.0,female,23.0,13.791699999999999,C,0.0,SC/AH Basle,Mrs,C,Adult
474,0.0,3.0,female,22.0,9.837499999999999,S,0.0,Numeric,Miss,Unknown,Adult
475,0.0,1.0,male,47.89999999999999,52.0,S,0.0,Numeric,Mr,A,Middle-aged
476,0.0,2.0,male,34.0,21.0,S,1.0,Numeric,Mr,Unknown,Middle-aged
477,0.0,3.0,male,29.0,7.0458,S,1.0,Numeric,Mr,Unknown,Adult
478,0.0,3.0,male,22.0,7.520800000000001,S,0.0,Numeric,Mr,Unknown,Adult
479,1.0,3.0,female,2.0,12.287500000000001,S,1.0,Numeric,Miss,Unknown,Child
480,0.0,3.0,male,9.0,46.9,S,7.0,CA,Master,Unknown,Child
481,0.0,2.0,male,23.2,0.0,S,0.0,Numeric,Mr,Unknown,Adult
482,0.0,3.0,male,50.0,8.05,S,0.0,A/,Mr,Unknown,Middle-aged
483,1.0,3.0,female,63.0,9.587499999999999,S,0.0,Numeric,Mrs,Unknown,Senior
484,1.0,1.0,male,25.0,91.0792,C,1.0,Numeric,Mr,B,Adult
485,0.0,3.0,female,6.399999999999999,25.4667,S,4.0,Numeric,Miss,Unknown,Child
486,1.0,1.0,female,35.0,90.0,S,1.0,Numeric,Mrs,C,Middle-aged
487,0.0,1.0,male,58.0,29.7,C,0.0,Numeric,Mr,B,Senior
488,0.0,3.0,male,30.0,8.05,S,0.0,A..,Mr,Unknown,Adult
489,1.0,3.0,male,9.0,15.899999999999999,S,2.0,C.A.,Master,Unknown,Child
490,0.0,3.0,male,32.2,19.9667,S,1.0,Numeric,Mr,Unknown,Middle-aged
491,0.0,3.0,male,21.0,7.25,S,0.0,SOTON/OQ,Mr,Unknown,Adult
492,0.0,1.0,male,55.0,30.5,S,0.0,Numeric,Mr,C,Senior
493,0.0,1.0,male,71.0,49.5042,C,0.0,PC,Mr,Unknown,Senior
494,0.0,3.0,male,21.0,8.05,S,0.0,A/,Mr,Unknown,Adult
495,0.0,3.0,male,28.1,14.458300000000001,C,0.0,Numeric,Mr,Unknown,Adult
496,1.0,1.0,female,54.0,78.2667,C,1.0,Numeric,Miss,C,Senior
497,0.0,3.0,male,31.8,15.100000000000001,S,0.0,C.A.,Mr,Unknown,Middle-aged
498,0.0,1.0,female,25.0,151.55,S,3.0,Numeric,Mrs,C,Adult
499,0.0,3.0,male,24.0,7.7958,S,0.0,Numeric,Mr,Unknown,Adult
500,0.0,3.0,male,17.0,8.662500000000001,S,0.0,Numeric,Mr,Unknown,Teen
501,0.0,3.0,female,21.0,7.75,Q,0.0,Numeric,Miss,Unknown,Adult
502,0.0,3.0,female,26.5,7.629200000000001,Q,0.0,Numeric,Miss,Unknown,Adult
503,0.0,3.0,female,37.0,9.587499999999999,S,0.0,Numeric,Miss,Unknown,Middle-aged
504,1.0,1.0,female,16.0,86.5,S,0.0,Numeric,Miss,B,Teen
505,0.0,1.0,male,18.0,108.9,C,1.0,PC,Mr,C,Teen
506,1.0,2.0,female,33.0,26.0,S,2.0,Numeric,Mrs,Unknown,Middle-aged
507,1.0,1.0,male,35.8,26.55,S,0.0,Numeric,Mr,Unknown,Middle-aged
508,0.0,3.0,male,28.0,22.525,S,0.0,C,Mr,Unknown,Adult
509,1.0,3.0,male,26.0,56.4958,S,0.0,Numeric,Mr,Unknown,Adult
510,1.0,3.0,male,29.0,7.75,Q,0.0,Numeric,Mr,Unknown,Adult
511,0.0,3.0,male,23.6,8.05,S,0.0,SOTON/OQ,Mr,Unknown,Adult
512,1.0,1.0,male,36.0,26.2875,S,0.0,PC,Mr,E,Middle-aged
513,1.0,1.0,female,54.0,59.39999999999999,C,1.0,PC,Mrs,Unknown,Senior
514,0.0,3.0,male,24.0,7.495799999999999,S,0.0,Numeric,Mr,Unknown,Adult
515,0.0,1.0,male,47.0,34.0208,S,0.0,Numeric,Mr,C,Middle-aged
516,1.0,2.0,female,34.0,10.5,S,0.0,C.A.,Mrs,F,Middle-aged
517,0.0,3.0,male,47.8,24.15,Q,0.0,Numeric,Mr,Unknown,Middle-aged
518,1.0,2.0,female,36.0,26.0,S,1.0,Numeric,Mrs,Unknown,Middle-aged
519,0.0,3.0,male,32.0,7.895800000000001,S,0.0,Numeric,Mr,Unknown,Middle-aged
520,1.0,1.0,female,30.0,93.5,S,0.0,Numeric,Miss,B,Adult
521,0.0,3.0,male,22.0,7.895800000000001,S,0.0,Numeric,Mr,Unknown,Adult
522,0.0,3.0,male,33.8,7.225000000000005,C,0.0,Numeric,Mr,Unknown,Middle-aged
523,1.0,1.0,female,44.0,57.9792,C,1.0,Numeric,Mrs,B,Middle-aged
524,0.0,3.0,male,25.8,7.229199999999999,C,0.0,Numeric,Mr,Unknown,Adult
525,0.0,3.0,male,40.5,7.75,Q,0.0,Numeric,Mr,Unknown,Middle-aged
526,1.0,2.0,female,50.0,10.5,S,0.0,W./C.,Miss,Unknown,Middle-aged
527,0.0,1.0,male,34.0,221.7792,S,0.0,PC,Mr,C,Middle-aged
528,0.0,3.0,male,39.0,7.925000000000001,S,0.0,Numeric,Mr,Unknown,Middle-aged
529,0.0,2.0,male,23.0,11.5,S,3.0,Numeric,Mr,Unknown,Adult
530,1.0,2.0,female,2.0,26.0,S,2.0,Numeric,Miss,Unknown,Child
531,0.0,3.0,male,25.8,7.229199999999999,C,0.0,Numeric,Mr,Unknown,Adult
532,0.0,3.0,male,17.0,7.229199999999999,C,2.0,Numeric,Mr,Unknown,Teen
533,1.0,3.0,female,22.0,22.3583,C,2.0,Numeric,Mrs,Unknown,Adult
534,0.0,3.0,female,30.0,8.662500000000001,S,0.0,Numeric,Miss,Unknown,Adult
535,1.0,2.0,female,7.0,26.25,S,2.0,F.C.C.,Miss,Unknown,Child
536,0.0,1.0,male,45.0,26.55,S,0.0,Numeric,Rare,B,Middle-aged
537,1.0,1.0,female,30.0,106.425,C,0.0,PC,Miss,Unknown,Adult
538,0.0,3.0,male,21.5,14.5,S,0.0,Numeric,Mr,Unknown,Adult
539,1.0,1.0,female,22.0,49.5,C,2.0,Numeric,Miss,B,Adult
540,1.0,1.0,female,36.0,71.0,S,2.0,WE/P,Miss,B,Middle-aged
541,0.0,3.0,female,9.0,31.275,S,6.0,Numeric,Miss,Unknown,Child
542,0.0,3.0,female,11.0,31.275,S,6.0,Numeric,Miss,Unknown,Teen
543,1.0,2.0,male,32.0,26.0,S,1.0,Numeric,Mr,Unknown,Middle-aged
544,0.0,1.0,male,50.0,106.425,C,1.0,PC,Mr,C,Middle-aged
545,0.0,1.0,male,64.0,26.0,S,0.0,Numeric,Mr,Unknown,Senior
546,1.0,2.0,female,19.0,26.0,S,1.0,Numeric,Mrs,Unknown,Adult
547,1.0,2.0,male,24.4,13.8625,C,0.0,SC/PARIS,Mr,Unknown,Adult
548,0.0,3.0,male,33.0,20.525,S,2.0,Numeric,Mr,Unknown,Middle-aged
549,1.0,2.0,male,8.0,36.75,S,2.0,C.A.,Master,Unknown,Child
550,1.0,1.0,male,17.0,110.8833,C,2.0,Numeric,Mr,C,Teen
551,0.0,2.0,male,27.0,26.0,S,0.0,Numeric,Mr,Unknown,Adult
552,0.0,3.0,male,47.8,7.8292,Q,0.0,Numeric,Mr,Unknown,Middle-aged
553,1.0,3.0,male,22.0,7.225000000000005,C,0.0,Numeric,Mr,Unknown,Adult
554,1.0,3.0,female,22.0,7.774999999999999,S,0.0,Numeric,Miss,Unknown,Adult
555,0.0,1.0,male,62.0,26.55,S,0.0,Numeric,Mr,Unknown,Senior
556,1.0,1.0,female,48.0,39.6,C,1.0,Numeric,Rare,A,Middle-aged
557,0.0,1.0,male,28.6,227.52499999999998,C,0.0,PC,Mr,Unknown,Adult
558,1.0,1.0,female,39.0,79.65,S,2.0,Numeric,Mrs,E,Middle-aged
559,1.0,3.0,female,36.0,17.4,S,1.0,Numeric,Mrs,Unknown,Middle-aged
560,0.0,3.0,male,47.8,7.75,Q,0.0,Numeric,Mr,Unknown,Middle-aged
561,0.0,3.0,male,40.0,7.895800000000001,S,0.0,Numeric,Mr,Unknown,Middle-aged
562,0.0,2.0,male,28.0,13.5,S,0.0,Numeric,Mr,Unknown,Adult
563,0.0,3.0,male,23.6,8.05,S,0.0,SOTON/OQ,Mr,Unknown,Adult
564,0.0,3.0,female,23.6,8.05,S,0.0,SOTON/O.Q.,Miss,Unknown,Adult
565,0.0,3.0,male,24.0,24.15,S,2.0,A/,Mr,Unknown,Adult
566,0.0,3.0,male,19.0,7.895800000000001,S,0.0,Numeric,Mr,Unknown,Adult
567,0.0,3.0,female,29.0,21.075,S,4.0,Numeric,Mrs,Unknown,Adult
568,0.0,3.0,male,25.8,7.229199999999999,C,0.0,Numeric,Mr,Unknown,Adult
569,1.0,3.0,male,32.0,7.854199999999999,S,0.0,Numeric,Mr,Unknown,Middle-aged
570,1.0,2.0,male,62.0,10.5,S,0.0,S.W./PP,Mr,Unknown,Senior
571,1.0,1.0,female,53.0,51.4792,S,2.0,Numeric,Mrs,C,Senior
572,1.0,1.0,male,36.0,26.3875,S,0.0,PC,Mr,E,Middle-aged
573,1.0,3.0,female,17.6,7.75,Q,0.0,Numeric,Miss,Unknown,Teen
574,0.0,3.0,male,16.0,8.05,S,0.0,A/.,Mr,Unknown,Teen
575,0.0,3.0,male,19.0,14.5,S,0.0,Numeric,Mr,Unknown,Adult
576,1.0,2.0,female,34.0,13.0,S,0.0,Numeric,Miss,Unknown,Middle-aged
577,1.0,1.0,female,39.0,55.9,S,1.0,Numeric,Mrs,E,Middle-aged
578,0.0,3.0,female,29.8,14.458300000000001,C,1.0,Numeric,Mrs,Unknown,Adult
579,1.0,3.0,male,32.0,7.925000000000001,S,0.0,STON/O .,Mr,Unknown,Middle-aged
580,1.0,2.0,female,25.0,30.0,S,2.0,Numeric,Miss,Unknown,Adult
581,1.0,1.0,female,39.0,110.8833,C,2.0,Numeric,Mrs,C,Middle-aged
582,0.0,2.0,male,54.0,26.0,S,0.0,Numeric,Mr,Unknown,Senior
583,0.0,1.0,male,36.0,40.125,C,0.0,Numeric,Mr,A,Middle-aged
584,0.0,3.0,male,30.3,8.712499999999999,C,0.0,Numeric,Mr,Unknown,Middle-aged
585,1.0,1.0,female,18.0,79.65,S,2.0,Numeric,Miss,E,Teen
586,0.0,2.0,male,47.0,15.0,S,0.0,Numeric,Mr,Unknown,Middle-aged
587,1.0,1.0,male,60.0,79.2,C,2.0,Numeric,Mr,B,Senior
588,0.0,3.0,male,22.0,8.05,S,0.0,Numeric,Mr,Unknown,Adult
589,0.0,3.0,male,35.5,8.05,S,0.0,A./.,Mr,Unknown,Middle-aged
590,0.0,3.0,male,35.0,7.125,S,0.0,STON/O .,Mr,Unknown,Middle-aged
591,1.0,1.0,female,52.0,78.2667,C,1.0,Numeric,Mrs,C,Senior
592,0.0,3.0,male,47.0,7.25,S,0.0,A/,Mr,Unknown,Middle-aged
593,0.0,3.0,female,19.3,7.75,Q,2.0,Numeric,Miss,Unknown,Adult
594,0.0,2.0,male,37.0,26.0,S,1.0,SC/AH,Mr,Unknown,Middle-aged
595,0.0,3.0,male,36.0,24.15,S,2.0,Numeric,Mr,Unknown,Middle-aged
596,1.0,2.0,female,30.2,33.0,S,0.0,Numeric,Miss,Unknown,Middle-aged
597,0.0,3.0,male,49.0,0.0,S,0.0,LINE,Mr,Unknown,Middle-aged
598,0.0,3.0,male,33.8,7.225000000000005,C,0.0,Numeric,Mr,Unknown,Middle-aged
599,1.0,1.0,male,49.0,56.9292,C,1.0,PC,Rare,A,Middle-aged
600,1.0,2.0,female,24.0,27.0,S,3.0,Numeric,Mrs,Unknown,Adult
601,0.0,3.0,male,29.0,7.895800000000001,S,0.0,Numeric,Mr,Unknown,Adult
602,0.0,1.0,male,51.0,42.4,S,0.0,Numeric,Mr,Unknown,Senior
603,0.0,3.0,male,44.0,8.05,S,0.0,Numeric,Mr,Unknown,Middle-aged
604,1.0,1.0,male,35.0,26.55,C,0.0,Numeric,Mr,Unknown,Middle-aged
605,0.0,3.0,male,36.0,15.55,S,1.0,Numeric,Mr,Unknown,Middle-aged
606,0.0,3.0,male,30.0,7.895800000000001,S,0.0,Numeric,Mr,Unknown,Adult
